,studrollno,SubName,SubjectId,per_lect
11950,17-1925     ,Business  and  Sports  Journalism,30287,87.5
11951,17-1925     ,Media  and Public  Opinion,30284,93.33333333333333
11952,17-1925     ,Photo Journalism,60576,100.0
11953,17-1925     ,Press Law  & Ethics,30281,76.47058823529412
11954,17-1925     ,Television Journalism,60564,100.0
11955,17-1925     ,Visual Design,60570,93.75
11956,17-1926     ,Business  and  Sports  Journalism,30287,81.25
11957,17-1926     ,Media  and Public  Opinion,30284,73.33333333333333
11958,17-1926     ,Photo Journalism,60576,95.83333333333334
11959,17-1926     ,Press Law  & Ethics,30281,76.47058823529412
11960,17-1926     ,Television Journalism,60564,72.22222222222221
11961,17-1926     ,Visual Design,60570,87.5
11962,18-1001     ,ECC103 MACROECONOMICS,29932,69.23076923076923
11963,18-1001     ,English (GENERAL CORE),59904,86.66666666666667
11964,18-1001     ,Geography (GE),29937,87.5
11965,18-1001     ,PSC 103 Social Psychology-I,89787,87.5
11966,18-1001     ,PSS 101 Stress Management ,29928,46.15384615384615
11967,18-1001     ,SOC103,29970,84.61538461538461
11968,18-1002     ,ECC103 MACROECONOMICS,29932,92.3076923076923
11969,18-1002     ,English (GENERAL CORE),59904,93.33333333333333
11970,18-1002     ,POG107 INTRODUCTION TO  HUMAN RIGHTS,29921,66.66666666666666
11971,18-1002     ,PSC 103 Social Psychology-I,89787,87.5
11972,18-1002     ,SOC103,29970,92.3076923076923
11973,18-1002     ,SOS103,29982,83.33333333333334
11974,18-1003     ,ECC103 MACROECONOMICS,29932,92.3076923076923
11975,18-1003     ,English (GENERAL CORE),59904,93.33333333333333
11976,18-1003     ,Geography (GE),29937,87.5
11977,18-1003     ,PSC 103 Social Psychology-I,89787,93.75
11978,18-1003     ,PSS 101 Stress Management ,29928,84.61538461538461
11979,18-1003     ,SOC103,29970,92.3076923076923
11980,18-1004     ,ECC103 MACROECONOMICS,29932,100.0
11981,18-1004     ,ECONOMICS (SEC),59862,86.66666666666667
11982,18-1004     ,KGC101,29954,75.0
11983,18-1004     ,KOG103,29944,78.57142857142857
11984,18-1004     ,PSC 103 Social Psychology-I,89787,100.0
11985,18-1004     ,SOC103,29970,84.61538461538461
11986,18-1005     ,Computer Science (SYBA) GE,89934,75.0
11987,18-1005     ,ECC103 MACROECONOMICS,29932,92.3076923076923
11988,18-1005     ,KGC101,29954,75.0
11989,18-1005     ,PSC 103 Social Psychology-I,89787,100.0
11990,18-1005     ,PSS 101 Stress Management ,29928,84.61538461538461
11991,18-1005     ,SOC103,29970,76.92307692307693
11992,18-1006     ,ECC103 MACROECONOMICS,29932,84.61538461538461
11993,18-1006     ,ENGLISH  (GE) Womens Writing,59866,90.9090909090909
11994,18-1006     ,English (GENERAL CORE),59904,93.33333333333333
11995,18-1006     ,PSC 103 Social Psychology-I,89787,93.75
11996,18-1006     ,PSS 101 Stress Management ,29928,84.61538461538461
11997,18-1006     ,SOC103,29970,76.92307692307693
11998,18-1007     ,Computer Science (SYBA) GE,59956,58.82352941176471
11999,18-1007     ,ECC103 MACROECONOMICS,29932,69.23076923076923
12000,18-1007     ,ECONOMICS (SEC),59862,73.33333333333333
12001,18-1007     ,English (GENERAL CORE),59904,80.0
12002,18-1007     ,PSC 103 Social Psychology-I,89787,75.0
12003,18-1007     ,SOC103,29970,46.15384615384615
12004,18-1008     ,ECC103 MACROECONOMICS,29932,76.92307692307693
12005,18-1008     ,ECONOMICS (SEC),59862,66.66666666666666
12006,18-1008     ,English (GENERAL CORE),59904,66.66666666666666
12007,18-1008     ,KOG103,29944,64.28571428571429
12008,18-1008     ,PSC 103 Social Psychology-I,89787,93.75
12009,18-1008     ,SOC103,29970,69.23076923076923
12010,18-1009     ,ECC103 MACROECONOMICS,29932,100.0
12011,18-1009     ,Geography (GE),29937,87.5
12012,18-1009     ,KGC101,29954,75.0
12013,18-1009     ,PSC 103 Social Psychology-I,89787,100.0
12014,18-1009     ,SOC103,29970,92.3076923076923
12015,18-1009     ,SOS103,29982,100.0
12016,18-1010     ,ECC103 MACROECONOMICS,29932,76.92307692307693
12017,18-1010     ,English (GENERAL CORE),59904,73.33333333333333
12018,18-1010     ,HSG103 History  of  Human  Civilisation,29941,78.57142857142857
12019,18-1010     ,PSC 103 Social Psychology-I,89787,93.75
12020,18-1010     ,PSS 101 Stress Management ,29928,76.92307692307693
12021,18-1010     ,SOC103,29970,76.92307692307693
12022,18-1011     ,ECC103 MACROECONOMICS,29932,92.3076923076923
12023,18-1011     ,ECONOMICS (SEC),59862,80.0
12024,18-1011     ,Geography (GE),29937,87.5
12025,18-1011     ,HGC101,59906,84.61538461538461
12026,18-1011     ,PSC 103 Social Psychology-I,89787,100.0
12027,18-1011     ,SOC103,29970,76.92307692307693
12028,18-1012     ,Computer Science (SYBA) GE,89934,100.0
12029,18-1012     ,ECC103 MACROECONOMICS,29932,92.3076923076923
12030,18-1012     ,HGC101,59906,100.0
12031,18-1012     ,PSC 103 Social Psychology-I,89787,93.75
12032,18-1012     ,PSS 101 Stress Management ,29928,92.3076923076923
12033,18-1012     ,SOC103,29970,92.3076923076923
12034,18-1013     ,Computer Science (SYBA) GE,89934,93.75
12035,18-1013     ,ECC103 MACROECONOMICS,29932,84.61538461538461
12036,18-1013     ,HGC101,59906,100.0
12037,18-1013     ,PSC 103 Social Psychology-I,89787,100.0
12038,18-1013     ,PSS 101 Stress Management ,29928,92.3076923076923
12039,18-1013     ,SOC103,29970,84.61538461538461
12040,18-1014     ,Computer Science (SYBA) GE,89934,62.5
12041,18-1014     ,ECC103 MACROECONOMICS,29932,61.53846153846154
12042,18-1014     ,English (GENERAL CORE),59904,60.0
12043,18-1014     ,PSC 103 Social Psychology-I,89787,93.75
12044,18-1014     ,SOC103,29970,76.92307692307693
12045,18-1014     ,SOS103,29982,83.33333333333334
12046,18-1015     ,ECC103 MACROECONOMICS,29932,92.3076923076923
12047,18-1015     ,MGC101,29955,92.85714285714286
12048,18-1015     ,POG107 INTRODUCTION TO  HUMAN RIGHTS,29921,73.33333333333333
12049,18-1015     ,PSC 103 Social Psychology-I,89787,93.75
12050,18-1015     ,PSS 101 Stress Management ,29928,76.92307692307693
12051,18-1015     ,SOC103,29970,84.61538461538461
12052,18-1016     ,ECC103 MACROECONOMICS,29932,92.3076923076923
12053,18-1016     ,English (GENERAL CORE),59904,86.66666666666667
12054,18-1016     ,Geography (GE),29937,100.0
12055,18-1016     ,PSC 103 Social Psychology-I,89787,100.0
12056,18-1016     ,PSS 101 Stress Management ,29928,84.61538461538461
12057,18-1016     ,SOC103,29970,84.61538461538461
12058,18-1018     ,ECC103 MACROECONOMICS,29932,84.61538461538461
12059,18-1018     ,English (GENERAL CORE),59904,86.66666666666667
12060,18-1018     ,Geography (GE),29937,68.75
12061,18-1018     ,PSC 103 Social Psychology-I,89787,93.75
12062,18-1018     ,PSS 101 Stress Management ,29928,69.23076923076923
12063,18-1018     ,SOC103,29970,76.92307692307693
12064,18-1019     ,ECC103 MACROECONOMICS,29932,92.3076923076923
12065,18-1019     ,English (GENERAL CORE),59904,73.33333333333333
12066,18-1019     ,HNG103,29938,92.85714285714286
12067,18-1019     ,PSC 103 Social Psychology-I,89787,93.75
12068,18-1019     ,SOC103,29970,69.23076923076923
12069,18-1019     ,SOS103,29982,83.33333333333334
12070,18-1020     ,Computer Science (SYBA) GE,89934,100.0
12071,18-1020     ,ECC103 MACROECONOMICS,29932,92.3076923076923
12072,18-1020     ,KGC101,29954,91.66666666666666
12073,18-1020     ,PSC 103 Social Psychology-I,89787,93.75
12074,18-1020     ,PSS 101 Stress Management ,29928,92.3076923076923
12075,18-1020     ,SOC103,29970,100.0
12076,18-1021     ,Computer Science (SYBA) GE,59956,100.0
12077,18-1021     ,ECC103 MACROECONOMICS,29932,84.61538461538461
12078,18-1021     ,ECONOMICS (SEC),59862,80.0
12079,18-1021     ,English (GENERAL CORE),59904,80.0
12080,18-1021     ,PSC 103 Social Psychology-I,89787,87.5
12081,18-1021     ,SOC103,29970,84.61538461538461
12082,18-1031     ,Computer Science (SYBA) GE,89934,87.5
12083,18-1031     ,ECC103 MACROECONOMICS,29932,76.92307692307693
12084,18-1031     ,HGC101,59906,92.3076923076923
12085,18-1031     ,POC103 INDIAN  CONSTITUTION,29923,92.3076923076923
12086,18-1031     ,SOC103,29970,92.3076923076923
12087,18-1031     ,SOS103,29982,83.33333333333334
12088,18-1032     ,ECC103 MACROECONOMICS,29932,92.3076923076923
12089,18-1032     ,ECONOMICS (SEC),59862,73.33333333333333
12090,18-1032     ,KGC101,29954,100.0
12091,18-1032     ,POC103 INDIAN  CONSTITUTION,29923,84.61538461538461
12092,18-1032     ,PSG 103 Psychology  of  Gender  and Identity,29927,93.33333333333333
12093,18-1032     ,SOC103,29970,76.92307692307693
12094,18-1033     ,ECC103 MACROECONOMICS,29932,100.0
12095,18-1033     ,Geography (GE),29937,93.75
12096,18-1033     ,HGC101,59906,100.0
12097,18-1033     ,POC103 INDIAN  CONSTITUTION,29923,76.92307692307693
12098,18-1033     ,SOC103,29970,100.0
12099,18-1033     ,SOS103,29982,91.66666666666666
12100,18-1034     ,ECC103 MACROECONOMICS,29932,69.23076923076923
12101,18-1034     ,English (GENERAL CORE),59904,93.33333333333333
12102,18-1034     ,POC103 INDIAN  CONSTITUTION,29923,76.92307692307693
12103,18-1034     ,PSG 103 Psychology  of  Gender  and Identity,29927,73.33333333333333
12104,18-1034     ,SOC103,29970,84.61538461538461
12105,18-1034     ,SOS103,29982,58.333333333333336
12106,18-1035     ,ECC103 MACROECONOMICS,29932,84.61538461538461
12107,18-1035     ,ECONOMICS (SEC),59862,86.66666666666667
12108,18-1035     ,MGC101,29955,92.85714285714286
12109,18-1035     ,MRG103,89841,69.56521739130434
12110,18-1035     ,POC103 INDIAN  CONSTITUTION,29923,69.23076923076923
12111,18-1035     ,SOC103,29970,92.3076923076923
12112,18-1036     ,Computer Science (SYBA) GE,89934,87.5
12113,18-1036     ,ECC103 MACROECONOMICS,29932,92.3076923076923
12114,18-1036     ,MGC101,29955,92.85714285714286
12115,18-1036     ,POC103 INDIAN  CONSTITUTION,29923,100.0
12116,18-1036     ,POS104  LEADERSHIP SKILLS IN  POLITICS,59844,64.28571428571429
12117,18-1036     ,SOC103,29970,92.3076923076923
12118,18-1037     ,Computer Science (SYBA) GE,89934,75.0
12119,18-1037     ,ECC103 MACROECONOMICS,29932,84.61538461538461
12120,18-1037     ,English (GENERAL CORE),59904,80.0
12121,18-1037     ,POC103 INDIAN  CONSTITUTION,29923,69.23076923076923
12122,18-1037     ,POS104  LEADERSHIP SKILLS IN  POLITICS,59844,50.0
12123,18-1037     ,SOC103,29970,92.3076923076923
12124,18-1039     ,Computer Science (SYBA) GE,89934,81.25
12125,18-1039     ,ECC103 MACROECONOMICS,29932,69.23076923076923
12126,18-1039     ,MGC101,29955,92.85714285714286
12127,18-1039     ,POC103 INDIAN  CONSTITUTION,29923,92.3076923076923
12128,18-1039     ,POS104  LEADERSHIP SKILLS IN  POLITICS,59844,57.14285714285714
12129,18-1039     ,SOC103,29970,84.61538461538461
12130,18-1040     ,ECC103 MACROECONOMICS,29932,61.53846153846154
12131,18-1040     ,Geography (GE),29937,68.75
12132,18-1040     ,HGC101,59906,61.53846153846154
12133,18-1040     ,POC103 INDIAN  CONSTITUTION,29923,61.53846153846154
12134,18-1040     ,POS104  LEADERSHIP SKILLS IN  POLITICS,59844,35.714285714285715
12135,18-1040     ,SOC103,29970,69.23076923076923
12136,18-1041     ,ECC103 MACROECONOMICS,29932,92.3076923076923
12137,18-1041     ,Geography (GE),29937,87.5
12138,18-1041     ,MGC101,29955,92.85714285714286
12139,18-1041     ,POC103 INDIAN  CONSTITUTION,29923,84.61538461538461
12140,18-1041     ,POS104  LEADERSHIP SKILLS IN  POLITICS,59844,92.85714285714286
12141,18-1041     ,SOC103,29970,100.0
12142,18-1042     ,ECC103 MACROECONOMICS,29932,84.61538461538461
12143,18-1042     ,HGC101,59906,92.3076923076923
12144,18-1042     ,HSG103 History  of  Human  Civilisation,29941,100.0
12145,18-1042     ,POC103 INDIAN  CONSTITUTION,29923,84.61538461538461
12146,18-1042     ,POS104  LEADERSHIP SKILLS IN  POLITICS,59844,100.0
12147,18-1042     ,SOC103,29970,84.61538461538461
12148,18-1043     ,ECC103 MACROECONOMICS,29932,69.23076923076923
12149,18-1043     ,HGC101,59906,76.92307692307693
12150,18-1043     ,POC103 INDIAN  CONSTITUTION,29923,69.23076923076923
12151,18-1043     ,PSG 103 Psychology  of  Gender  and Identity,29927,80.0
12152,18-1043     ,SOC103,29970,76.92307692307693
12153,18-1043     ,SOS103,29982,75.0
12154,18-1044     ,ECC103 MACROECONOMICS,29932,84.61538461538461
12155,18-1044     ,Geography (GE),29937,81.25
12156,18-1044     ,MGC101,29955,92.85714285714286
12157,18-1044     ,POC103 INDIAN  CONSTITUTION,29923,84.61538461538461
12158,18-1044     ,SOC103,29970,92.3076923076923
12159,18-1044     ,SOS103,29982,75.0
12160,18-1045     ,Computer Science (SYBA) GE,59956,77.77777777777779
12161,18-1045     ,ECC103 MACROECONOMICS,29932,53.84615384615385
12162,18-1045     ,English (GENERAL CORE),59904,66.66666666666666
12163,18-1045     ,POC103 INDIAN  CONSTITUTION,29923,76.92307692307693
12164,18-1045     ,POS104  LEADERSHIP SKILLS IN  POLITICS,59844,50.0
12165,18-1045     ,SOC103,29970,69.23076923076923
12166,18-1047     ,Computer Science (SYBA) GE,59956,88.88888888888889
12167,18-1047     ,ECC103 MACROECONOMICS,29932,92.3076923076923
12168,18-1047     ,ECONOMICS (SEC),59862,86.66666666666667
12169,18-1047     ,English (GENERAL CORE),59904,80.0
12170,18-1047     ,POC103 INDIAN  CONSTITUTION,29923,76.92307692307693
12171,18-1047     ,SOC103,29970,92.3076923076923
12172,18-1048     ,Computer Science (SYBA) GE,59956,94.44444444444444
12173,18-1048     ,ECC103 MACROECONOMICS,29932,84.61538461538461
12174,18-1048     ,ECONOMICS (SEC),59862,86.66666666666667
12175,18-1048     ,English (GENERAL CORE),59904,93.33333333333333
12176,18-1048     ,POC103 INDIAN  CONSTITUTION,29923,76.92307692307693
12177,18-1048     ,SOC103,29970,92.3076923076923
12178,18-1049     ,Computer Science (SYBA) GE,89934,75.0
12179,18-1049     ,ECC103 MACROECONOMICS,29932,46.15384615384615
12180,18-1049     ,MGC101,29955,71.42857142857143
12181,18-1049     ,POC103 INDIAN  CONSTITUTION,29923,69.23076923076923
12182,18-1049     ,POS104  LEADERSHIP SKILLS IN  POLITICS,59844,42.857142857142854
12183,18-1049     ,SOC103,29970,92.3076923076923
12184,18-1051     ,ECC103 MACROECONOMICS,29932,92.3076923076923
12185,18-1051     ,HGC101,59906,92.3076923076923
12186,18-1051     ,HNC103,59880,92.3076923076923
12187,18-1051     ,PSG 103 Psychology  of  Gender  and Identity,29927,86.66666666666667
12188,18-1051     ,SOC103,29970,76.92307692307693
12189,18-1051     ,SOS103,29982,75.0
12190,18-1052     ,ECC103 MACROECONOMICS,29932,92.3076923076923
12191,18-1052     ,HGC101,59906,84.61538461538461
12192,18-1052     ,HNC103,59880,84.61538461538461
12193,18-1052     ,PSG 103 Psychology  of  Gender  and Identity,29927,93.33333333333333
12194,18-1052     ,SOC103,29970,76.92307692307693
12195,18-1052     ,SOS103,29982,83.33333333333334
12196,18-1053     ,ECC103 MACROECONOMICS,29932,92.3076923076923
12197,18-1053     ,HGC101,59906,100.0
12198,18-1053     ,HNC103,59880,100.0
12199,18-1053     ,HNS101,29939,100.0
12200,18-1053     ,MRG103,89841,82.6086956521739
12201,18-1053     ,SOC103,29970,92.3076923076923
12202,18-1054     ,ECC103 MACROECONOMICS,29932,92.3076923076923
12203,18-1054     ,ECONOMICS (SEC),59862,86.66666666666667
12204,18-1054     ,HNC103,59880,61.53846153846154
12205,18-1054     ,KGC101,29954,83.33333333333334
12206,18-1054     ,POG107 INTRODUCTION TO  HUMAN RIGHTS,29921,60.0
12207,18-1054     ,SOC103,29970,84.61538461538461
12208,18-1057     ,ECC103 MACROECONOMICS,29932,92.3076923076923
12209,18-1057     ,HGC101,59906,76.92307692307693
12210,18-1057     ,HNC103,59880,92.3076923076923
12211,18-1057     ,HSG103 History  of  Human  Civilisation,29941,92.85714285714286
12212,18-1057     ,SOC103,29970,76.92307692307693
12213,18-1057     ,SOS103,29982,75.0
12214,18-1058     ,Computer Science (SYBA) GE,59956,82.35294117647058
12215,18-1058     ,ECC103 MACROECONOMICS,29932,92.3076923076923
12216,18-1058     ,ECONOMICS (SEC),59862,80.0
12217,18-1058     ,HGC101,59906,100.0
12218,18-1058     ,HNC103,59880,84.61538461538461
